,tinh,project,link,kind,location,price,town,isCoastal
13,tai-quang-ngai,Nguyễn Tri Phương: Dự án khu dân cư tại Quảng Ngãi,https://cafeland.vn/du-an/nguyen-tri-phuong-du-an-khu-dan-cu-tai-quang-ngai-3558.html,Đất Nền Dự Án,"đường Nguyễn Tri Phương, TP. Quảng Ngãi, Quảng Ngãi","Giá thấp nhất: 1,29 tỷ",Quảng Ngãi,1
15,tai-quang-ngai,Điền Viên Tịnh Ấn Tây: Dự án khu dân cư tại Quảng Ngãi,https://cafeland.vn/du-an/dien-vien-tinh-an-tay-du-an-khu-dan-cu-tai-quang-ngai-3494.html,Đất Nền Dự Án,"Xã Tịnh Ấn Tây, TP. Quảng Ngãi, Quảng Ngãi",Giá thấp nhất: 770 triệu,Quảng Ngãi,1
16,tai-quang-ngai,Ngọc Bảo Viên: Dự án khu đô thị tại Quảng Ngãi,https://cafeland.vn/du-an/ngoc-bao-vien-du-an-khu-do-thi-tai-quang-ngai-3475.html,Khu Đô Thị,"Đường Lê Lợi, TP. Quảng Ngãi, Quảng Ngãi",Địa chỉ:,Quảng Ngãi,1
17,tai-quang-ngai,Vsip Quảng Ngãi: Dự án Khu công nghiệp Quảng Ngãi,https://cafeland.vn/du-an/vsip-quang-ngai-du-an-khu-cong-nghiep-quang-ngai-3413.html,Khu công nghiệp,"Đường quốc lộ 1A và quốc lộ 24B, phường Trương Quang Trọng, xã Tịnh Phong, TP. Quảng Ngãi, Quảng Ngãi",Địa chỉ:,Quảng Ngãi,1
18,tai-quang-ngai,Khu đô thị mới Nghĩa Hà Quảng Ngãi,https://cafeland.vn/du-an/khu-do-thi-moi-nghia-ha-quang-ngai-3323.html,Đất Nền Dự Án,"xã Nghĩa Hà và Nghĩa Dũng, TP. Quảng Ngãi, Quảng Ngãi",Địa chỉ:,Quảng Ngãi,1
20,tai-quang-ngai,Khu dân cư chợ Quán Lát Quảng Ngãi,https://cafeland.vn/du-an/khu-dan-cu-cho-quan-lat-quang-ngai-3264.html,Đất Nền Dự Án,"Mộ Đức, Quảng Ngãi",Địa chỉ:,Mộ Đức,1
21,tai-quang-ngai,Khu dân cư Đức Phổ Gateway Quảng Ngãi,https://cafeland.vn/du-an/khu-dan-cu-duc-pho-gateway-quang-ngai-3140.html,Khu Đô Thị,"TX. Đức Phổ, Quảng Ngãi",Giá thấp nhất: 1 tỷ,Đức Phổ,1
23,tai-quang-ngai,Khu dân cư DB Complex Quảng Ngãi,https://cafeland.vn/du-an/khu-dan-cu-db-complex-quang-ngai-2930.html,Khu Đô Thị,"Quốc lộ 1A, Bình Sơn, Quảng Ngãi",Địa chỉ:,Bình Sơn,1
24,tai-quang-ngai,Khu đô thị Maris City Quảng Ngãi,https://cafeland.vn/du-an/khu-do-thi-maris-city-quang-ngai-2839.html,Đất Nền Dự Án,"Giao lộ Quang Trung – Trường Chinh, TP. Quảng Ngãi, Quảng Ngãi",Địa chỉ:,Quảng Ngãi,1
27,tai-quang-ngai,Khu đô thị Phú Mỹ Quảng Ngãi,https://cafeland.vn/du-an/khu-do-thi-phu-my-quang-ngai-2276.html,Khu Đô Thị,"phố Lý Thường Kiệt, TP. Quảng Ngãi, Quảng Ngãi","Giá thấp nhất: 1,67 tỷ",Quảng Ngãi,1
29,tai-quang-ngai,Khu dân cư Sunfloria City Quãng Ngãi,https://cafeland.vn/du-an/khu-dan-cu-sunfloria-city-quang-ngai-2209.html,Khu Đô Thị,"đường Quốc lộ 1A, Mộ Đức, Quảng Ngãi",Giá thấp nhất: 500 triệu,Mộ Đức,1
30,tai-quang-ngai,Khu dân cư Phát Đạt Bàu Cả Quảng Ngãi,https://cafeland.vn/du-an/khu-dan-cu-phat-dat-bau-ca-quang-ngai-2083.html,Khu Đô Thị,"đường Quang Trung, TP. Quảng Ngãi, Quảng Ngãi",Địa chỉ:,Quảng Ngãi,1
31,tai-quang-ngai,Khu dân cư Tăng Long Angkora Park Quảng Ngãi,https://cafeland.vn/du-an/khu-dan-cu-tang-long-angkora-park-quang-ngai-1944.html,Đất Nền Dự Án,"Đường Mỹ Trà – Mỹ Khê, TP. Quảng Ngãi, Quảng Ngãi",Giá thấp nhất: 360 triệu,Quảng Ngãi,1
32,tai-quang-ngai,Dự án Uhome Quảng Ngãi,https://cafeland.vn/du-an/du-an-uhome-quang-ngai-1669.html,Khu Đô Thị,"phía Bắc Lê Lợi, TP. Quảng Ngãi, Quảng Ngãi","Giá thấp nhất: 1,80 tỷ",Quảng Ngãi,1
33,tai-quang-ngai,Khu đô thị mới Phú Mỹ: Điểm nhấn cửa ngõ phía Đông Nam Quảng Ngãi,https://cafeland.vn/du-an/khu-do-thi-moi-phu-my-diem-nhan-cua-ngo-phia-dong-nam-quang-ngai-580.html,Khu Đô Thị,"công viên Thiên Bút, TP. Quảng Ngãi, Quảng Ngãi",Địa chỉ:,Quảng Ngãi,1
34,tai-quang-ngai,Khu dân cư Phan Đình Phùng: Điểm sáng của Thành phố Quảng Ngãi,https://cafeland.vn/du-an/khu-dan-cu-phan-dinh-phung-diem-sang-cua-thanh-pho-quang-ngai-578.html,Đất Nền Dự Án,"đường Phan Đình Phùng, TP. Quảng Ngãi, Quảng Ngãi",Địa chỉ:,Quảng Ngãi,1
0,tai-binh-dinh,Khu đô thị và du lịch An Quang Bình Định,https://cafeland.vn/du-an/khu-do-thi-va-du-lich-an-quang-binh-dinh-4320.html,Khu Đô Thị,"Thôn An Quang, xã Cát Khánh, Phù Cát, Bình Định",Địa chỉ:,Phù Cát,1
1,tai-binh-dinh,Phú Tài Lộc: Dự án nhà ở xã hội chung cư tại Bình Định,https://cafeland.vn/du-an/phu-tai-loc-du-an-nha-o-xa-hoi-chung-cu-tai-binh-dinh-4298.html,Khu Đô Thị,"TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
2,tai-binh-dinh,EcoHome Nhơn Bình: Dự án tổ hợp chung cư và nhà ở xã hội tại Bình Định,https://cafeland.vn/du-an/ecohome-nhon-binh-du-an-to-hop-chung-cu-va-nha-o-xa-hoi-tai-binh-dinh-4285.html,Căn hộ chung cư,"TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
3,tai-binh-dinh,Nhơn Phú 2: Dự án nhà ở xã hội tại Quy Nhơn,https://cafeland.vn/du-an/nhon-phu-2-du-an-nha-o-xa-hoi-tai-quy-nhon-4265.html,Khu Đô Thị,"TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
4,tai-binh-dinh,La Costa Quy Nhơn: Dự án khu nghỉ dưỡng tại Bình Định,https://cafeland.vn/du-an/la-costa-quy-nhon-du-an-khu-nghi-duong-tai-binh-dinh-4253.html,Bất Động Sản Nghỉ Dưỡng,"Quốc lộ 1D, khu vực 1, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
5,tai-binh-dinh,IEC Residences Quy Nhơn: Dự án chung cư tại Bình Định,https://cafeland.vn/du-an/iec-residences-quy-nhon-du-an-chung-cu-tai-binh-dinh-4209.html,Căn hộ chung cư,"Khu đô thị Long Vân, TP.Quy Nhơn, Bình Định",Giá thấp nhất: 611 triệu,Quy Nhơn,1
6,tai-binh-dinh,Hội Vân: Dự án khu du lịch nghỉ dưỡng tại Bình Định,https://cafeland.vn/du-an/hoi-van-du-an-khu-du-lich-nghi-duong-tai-binh-dinh-4174.html,Bất Động Sản Nghỉ Dưỡng,"thôn Hội Vân, Phù Cát, Bình Định",Địa chỉ:,Phù Cát,1
8,tai-binh-dinh,Marina District: Dự án phân khu căn hộ tại MerryLand Quy Nhơn,https://cafeland.vn/du-an/marina-district-du-an-phan-khu-can-ho-tai-merryland-quy-nhon-4099.html,Căn hộ chung cư,"đảo Hải Giang, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,29 tỷ",Quy Nhơn,1
9,tai-binh-dinh,Imperial Oasis Quy Nhơn: Dự án khu đô thị du lịch biển tại Bình Định,https://cafeland.vn/du-an/imperial-oasis-quy-nhon-du-an-khu-do-thi-du-lich-bien-tai-binh-dinh-4095.html,Bất Động Sản Nghỉ Dưỡng,"Quốc lộ 19B, Khu đô thị Cát Tiến, Phù Cát, Bình Định",Địa chỉ:,Phù Cát,1
10,tai-binh-dinh,The Ocean Suites Quy Nhơn: Dự án căn hộ tại Bình Định,https://cafeland.vn/du-an/the-ocean-suites-quy-nhon-du-an-can-ho-tai-binh-dinh-4068.html,Căn hộ chung cư,"Quốc lộ 19B, Khu kinh tế Nhơn Hội, Phù Cát, Bình Định","Giá thấp nhất: 12,76 tỷ",Phù Cát,1
11,tai-binh-dinh,Grand Việt Hưng: Dự án khu đô thị tại Bình Định,https://cafeland.vn/du-an/grand-viet-hung-du-an-khu-do-thi-tai-binh-dinh-4062.html,Đất Nền Dự Án,"Quốc lộ 1A, Hoài Nhơn, Bình Định",Địa chỉ:,Hoài Nhơn,1
12,tai-binh-dinh,Vĩnh Hội: Dự án khu du lịch khách sạn nghỉ dưỡng tại Bình Định,https://cafeland.vn/du-an/vinh-hoi-du-an-khu-du-lich-khach-san-nghi-duong-tai-binh-dinh-4053.html,Bất Động Sản Nghỉ Dưỡng,"thôn Vĩnh Hội, Phù Cát, Bình Định",Địa chỉ:,Phù Cát,1
15,tai-binh-dinh,Central Avenue Quy Nhon: Dự án shophouse liền kề tại Bình Định,https://cafeland.vn/du-an/central-avenue-quy-nhon-du-an-shophouse-lien-ke-tai-binh-dinh-3900.html,Khu Đô Thị,"Khu kinh tế Nhơn Hội, Phù Cát, Bình Định","Giá thấp nhất: 2,40 tỷ",Phù Cát,1
16,tai-binh-dinh,Khu đô thị Long Vân 3 – Dự án tại Quy Nhơn,https://cafeland.vn/du-an/khu-do-thi-long-van-3-du-an-tai-quy-nhon-3880.html,Khu Đô Thị,"TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
17,tai-binh-dinh,L’Avenir Quy Nhơn: Dự án khách sạn tại Bình Định,https://cafeland.vn/du-an/lavenir-quy-nhon-du-an-khach-san-tai-binh-dinh-3854.html,Bất Động Sản Nghỉ Dưỡng,"35 Nguyễn Huệ, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
18,tai-binh-dinh,"Khu dân cư Ánh Việt – Dự án nhà liên kế, căn hộ tại Bình Định",https://cafeland.vn/du-an/khu-dan-cu-anh-viet-du-an-nha-lien-ke-can-ho-tai-binh-dinh-3840.html,Khu Đô Thị,"Quốc lộ 1D, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
19,tai-binh-dinh,9X Quy Nhơn: Dự án căn hộ chung cư tại Bình Định,https://cafeland.vn/du-an/9x-quy-nhon-du-an-can-ho-chung-cu-tai-binh-dinh-3842.html,Căn hộ chung cư,"đường Chế Lan Viên, Khu đô thị Richmond, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,19 tỷ",Quy Nhơn,1
20,tai-binh-dinh,Quy Nhơn Seaview – Dự án căn hộ phức hợp tại Bình Định,https://cafeland.vn/du-an/quy-nhon-seaview-du-an-can-ho-phuc-hop-tai-binh-dinh-3838.html,Căn hộ chung cư,"70 Tây Sơn, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
21,tai-binh-dinh,Phú Gia Riverside – Dự án khu đô thị tại Quy Nhơn,https://cafeland.vn/du-an/phu-gia-riverside-du-an-khu-do-thi-tai-quy-nhon-3829.html,Khu Đô Thị,"khu vực Chợ Góc, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
22,tai-binh-dinh,Grand Navience City: Dự án khu đô thị tại Bình Định,https://cafeland.vn/du-an/grand-navience-city-du-an-khu-do-thi-tai-binh-dinh-3815.html,Khu Đô Thị,"Quốc lộ 1A, Hoài Nhơn, Bình Định",Giá thấp nhất: 529 triệu,Hoài Nhơn,1
23,tai-binh-dinh,Pisico – Dự án nhà ở xã hội tại Quy Nhơn,https://cafeland.vn/du-an/pisico-du-an-nha-o-xa-hoi-tai-quy-nhon-3801.html,Căn hộ chung cư,"khu vực 7, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
24,tai-binh-dinh,Nhà ở xã hội Trần Bình Trọng – Dự án căn hộ tại Quy Nhơn,https://cafeland.vn/du-an/nha-o-xa-hoi-tran-binh-trong-du-an-can-ho-tai-quy-nhon-3797.html,Căn hộ chung cư,"08 Trần Bình Trọng, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
25,tai-binh-dinh,Việt – Pháp – Dự án chung cư nhà ở xã hội tại Quy Nhơn,https://cafeland.vn/du-an/viet-phap-du-an-chung-cu-nha-o-xa-hoi-tai-quy-nhon-3791.html,Căn hộ chung cư,"1006 Trần Hưng Đạo, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
26,tai-binh-dinh,Phú Tài Central Life – Dự án căn hộ tại Quy Nhơn,https://cafeland.vn/du-an/phu-tai-central-life-du-an-can-ho-tai-quy-nhon-3684.html,Căn hộ chung cư,"đường Hoàng Văn Thụ và Lý Thái Tổ, TP.Quy Nhơn, Bình Định",Giá thấp nhất: 875 triệu,Quy Nhơn,1
27,tai-binh-dinh,Regal Dragon : Dự án khu nhà ở kết hợp thương mại tại Bình Định,https://cafeland.vn/du-an/regal-dragon-du-an-khu-nha-o-ket-hop-thuong-mai-tai-binh-dinh-3668.html,Khu Đô Thị,"đường Long Vân - Long Mỹ, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
28,tai-binh-dinh,Hollywood Hills: Phân khu tại dự án Hải Giang MerryLand Quy Nhơn ,https://cafeland.vn/du-an/hollywood-hills-phan-khu-tai-du-an-hai-giang-merryland-quy-nhon-3653.html,Nhà Phố - Biệt Thự,"Thôn Hải Giang,, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 26,76 tỷ",Quy Nhơn,1
30,tai-binh-dinh,An Phú Thịnh: Nhà ở xã hội tại Quy Nhơn,https://cafeland.vn/du-an/an-phu-thinh-nha-o-xa-hoi-tai-quy-nhon-3522.html,Căn hộ chung cư,"lô B1-32 Khu đô thị mới An Phú Thịnh, TP.Quy Nhơn, Bình Định",Giá thấp nhất: 541 triệu,Quy Nhơn,1
31,tai-binh-dinh,Cadia Quy Nhơn: Căn hộ tại Bình Định,https://cafeland.vn/du-an/cadia-quy-nhon-can-ho-tai-binh-dinh-3466.html,Căn hộ chung cư,"số 1 Ngô Mây, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 3,50 tỷ",Quy Nhơn,1
33,tai-binh-dinh,Mũi Tấn Quy Nhơn Bình Định,https://cafeland.vn/du-an/mui-tan-quy-nhon-binh-dinh-3383.html,Bất Động Sản Nghỉ Dưỡng,"Đường Xuân Diệu, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
34,tai-binh-dinh,Căn hộ Simona Heights Quy Nhơn,https://cafeland.vn/du-an/can-ho-simona-heights-quy-nhon-3355.html,Căn hộ chung cư,"145A Trần Hưng Đạo, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
35,tai-binh-dinh,Dự án Ngô Mây Courtyard Bình Định,https://cafeland.vn/du-an/du-an-ngo-may-courtyard-binh-dinh-3352.html,Loại Hình Khác,"số 01 Ngô Mây, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
36,tai-binh-dinh,Khu biệt thự nghỉ dưỡng The Ocean Villas Quy Nhon,https://cafeland.vn/du-an/khu-biet-thu-nghi-duong-the-ocean-villas-quy-nhon-3325.html,Bất Động Sản Nghỉ Dưỡng,"Phù Cát, Bình Định",Địa chỉ:,Phù Cát,1
37,tai-binh-dinh,Dự án Canal District – Merry Land Quy Nhơn,https://cafeland.vn/du-an/du-an-canal-district-merry-land-quy-nhon-3318.html,Khu Đô Thị,"TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
38,tai-binh-dinh,Khu đô thị Long Vân 2 Bình Định,https://cafeland.vn/du-an/khu-do-thi-long-van-2-binh-dinh-3305.html,Khu Đô Thị,"đường Long Vân - Long Mỹ, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
39,tai-binh-dinh,Nhà ở xã hội Lamer 2 Quy Nhơn,https://cafeland.vn/du-an/nha-o-xa-hoi-lamer-2-quy-nhon-3211.html,Căn hộ chung cư,"Đường Tây Sơn, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
40,tai-binh-dinh,Khu nghỉ dưỡng Homeliday Eo Gió Quy Nhơn,https://cafeland.vn/du-an/khu-nghi-duong-homeliday-eo-gio-quy-nhon-3158.html,Bất Động Sản Nghỉ Dưỡng,"Khu kinh tế Nhơn Hội, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 4,10 tỷ",Quy Nhơn,1
41,tai-binh-dinh,Căn hộ nghỉ dưỡng FLC City Hotel Beach Quy Nhơn – FLC Sea Tower Quy Nhơn,https://cafeland.vn/du-an/can-ho-nghi-duong-flc-city-hotel-beach-quy-nhon-flc-sea-tower-quy-nhon-3084.html,Bất Động Sản Nghỉ Dưỡng,"đường ven biển An Dương Vương, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
42,tai-binh-dinh,"Tổ hợp căn hộ, dịch vụ nghỉ dưỡng Wyndham Sailing Bay Resort Quy Nhơn",https://cafeland.vn/du-an/to-hop-can-ho-dich-vu-nghi-duong-wyndham-sailing-bay-resort-quy-nhon-3033.html,Căn hộ chung cư,"Đường Lê Duẩn, Vũ Bảo, Nguyễn Tư, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 3,21 tỷ",Quy Nhơn,1
43,tai-binh-dinh,Khu nghỉ dưỡng Allia Resort Quy Nhon,https://cafeland.vn/du-an/khu-nghi-duong-allia-resort-quy-nhon-3012.html,Bất Động Sản Nghỉ Dưỡng,"Khu kinh tế Nhơn Hội, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
44,tai-binh-dinh,Căn hộ Calla Apartment Quy Nhơn,https://cafeland.vn/du-an/can-ho-calla-apartment-quy-nhon-2972.html,Căn hộ chung cư,"Quốc lộ 1D, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
45,tai-binh-dinh,Khu dân cư Richmond Quy Nhơn,https://cafeland.vn/du-an/khu-dan-cu-richmond-quy-nhon-2962.html,Khu Đô Thị,"Đường Chế Lan Viên, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,37 tỷ",Quy Nhơn,1
46,tai-binh-dinh,Khu du lịch nghỉ dưỡng Laimian Quy Nhơn,https://cafeland.vn/du-an/khu-du-lich-nghi-duong-laimian-quy-nhon-2960.html,Bất Động Sản Nghỉ Dưỡng,"Quốc lộ 19B, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
47,tai-binh-dinh,Căn hộ Vina2 Panorama Quy Nhơn,https://cafeland.vn/du-an/can-ho-vina2-panorama-quy-nhon-2954.html,Căn hộ chung cư,"Khu tái định cư Đê Đông – Nhơn Bình, TP.Quy Nhơn, Bình Định",Giá thấp nhất: 790 triệu,Quy Nhơn,1
49,tai-binh-dinh,Khu căn hộ Takashi Ocean Suite Quy Nhơn,https://cafeland.vn/du-an/khu-can-ho-takashi-ocean-suite-quy-nhon-2908.html,Căn hộ chung cư,"Quốc lộ 19B, Khu kinh tế Nhơn Hội, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
50,tai-binh-dinh,Dự án Greenhill Village Quy Nhơn,https://cafeland.vn/du-an/du-an-greenhill-village-quy-nhon-2835.html,Bất Động Sản Nghỉ Dưỡng,"Đường QL1D, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
51,tai-binh-dinh,Biệt thự Casa Marina Premium Quy Nhơn,https://cafeland.vn/du-an/biet-thu-casa-marina-premium-quy-nhon-2812.html,Nhà Phố - Biệt Thự,"Quốc lộ 1D, khu phố 1, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
52,tai-binh-dinh,Biệt thự nghỉ dưỡng Maia Resort Quy Nhơn,https://cafeland.vn/du-an/biet-thu-nghi-duong-maia-resort-quy-nhon-2754.html,Bất Động Sản Nghỉ Dưỡng,"Đường QL19B, Phù Cát, Bình Định",Giá thấp nhất: 9 tỷ,Phù Cát,1
53,tai-binh-dinh,Đất nền Kỳ Co Gateway Bình Định,https://cafeland.vn/du-an/dat-nen-ky-co-gateway-binh-dinh-2671.html,Đất Nền Dự Án,"Quốc lộ 19B, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,44 tỷ",Quy Nhơn,1
54,tai-binh-dinh,Căn hộ I-Tower Quy Nhơn,https://cafeland.vn/du-an/can-ho-i-tower-quy-nhon-2551.html,Căn hộ chung cư,"đường Lê Duẩn, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,50 tỷ",Quy Nhơn,1
55,tai-binh-dinh,Căn hộ EcoLife Riverside Quy Nhơn,https://cafeland.vn/du-an/can-ho-ecolife-riverside-quy-nhon-2526.html,Căn hộ chung cư,"đường Điện Biên Phủ, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,17 tỷ",Quy Nhơn,1
56,tai-binh-dinh,"Tổ hợp căn hộ, văn phòng Grand Center Quy Nhơn",https://cafeland.vn/du-an/to-hop-can-ho-van-phong-grand-center-quy-nhon-2508.html,Căn hộ chung cư,"số 01 Nguyễn Tất Thành, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,88 tỷ",Quy Nhơn,1
57,tai-binh-dinh,Căn hộ Phú Tài Residence Quy Nhơn,https://cafeland.vn/du-an/can-ho-phu-tai-residence-quy-nhon-2481.html,Căn hộ chung cư,"đường Lê Đức Thọ, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,38 tỷ",Quy Nhơn,1
58,tai-binh-dinh,Khu dân cư Phú Mỹ Lộc Bình Định,https://cafeland.vn/du-an/khu-dan-cu-phu-my-loc-binh-dinh-2326.html,Khu Đô Thị,"Quốc lộ 1A, Hoài Nhơn, Bình Định","Giá thấp nhất: 1,25 tỷ",Hoài Nhơn,1
59,tai-binh-dinh,Tổ hợp căn hộ thương mại dịch vụ Altara Residences Quy Nhơn,https://cafeland.vn/du-an/to-hop-can-ho-thuong-mai-dich-vu-altara-residences-quy-nhon-2314.html,Căn hộ chung cư,"số 76 Trần Hưng Đạo, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,44 tỷ",Quy Nhơn,1
61,tai-binh-dinh,Khu đô thị sinh thái Nhơn Hội New City Quy Nhơn,https://cafeland.vn/du-an/khu-do-thi-sinh-thai-nhon-hoi-new-city-quy-nhon-2290.html,Bất Động Sản Nghỉ Dưỡng,"Quốc lộ 19B, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,20 tỷ",Quy Nhơn,1
62,tai-binh-dinh,Dự án FLC Miami District Quy Nhơn,https://cafeland.vn/du-an/du-an-flc-miami-district-quy-nhon-2238.html,Bất Động Sản Nghỉ Dưỡng,"TP.Quy Nhơn, Bình Định","Giá thấp nhất: 2,40 tỷ",Quy Nhơn,1
63,tai-binh-dinh,Khu du lịch Hải Giang MerryLand Quy Nhơn,https://cafeland.vn/du-an/khu-du-lich-hai-giang-merryland-quy-nhon-2191.html,Bất Động Sản Nghỉ Dưỡng,"thôn Hải Giang, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
64,tai-binh-dinh,Căn hộ du lịch Quy Nhơn Melody Bình Định,https://cafeland.vn/du-an/can-ho-du-lich-quy-nhon-melody-binh-dinh-2161.html,Bất Động Sản Nghỉ Dưỡng,"đường An Dương Vương, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 2,80 tỷ",Quy Nhơn,1
66,tai-binh-dinh,"Đất nền, nhà phố thương mại FLC Lux City Quy Nhơn",https://cafeland.vn/du-an/dat-nen-nha-pho-thuong-mai-flc-lux-city-quy-nhon-2086.html,Bất Động Sản Nghỉ Dưỡng,"khu đô thị Nhơn Hội, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
67,tai-binh-dinh,Căn hộ Thịnh Phát Tower Bình Định,https://cafeland.vn/du-an/can-ho-thinh-phat-tower-binh-dinh-2075.html,Căn hộ chung cư,"388 đường Nguyễn Thái Học, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
68,tai-binh-dinh,Đất nền FLC Crown Villa Quy Nhơn,https://cafeland.vn/du-an/dat-nen-flc-crown-villa-quy-nhon-1962.html,Đất Nền Dự Án,"Quốc Lộ 19, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 2,84 tỷ",Quy Nhơn,1
70,tai-binh-dinh,Căn hộ TMS Luxury Hotel & Residence Quy Nhon,https://cafeland.vn/du-an/can-ho-tms-luxury-hotel-residence-quy-nhon-1789.html,Căn hộ chung cư,"đường Nguyễn Huệ, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
71,tai-binh-dinh,Khu đô thị Green Home Quy Nhơn,https://cafeland.vn/du-an/khu-do-thi-green-home-quy-nhon-1552.html,Khu Đô Thị,"Đường Quốc lộ 1D, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 3,10 tỷ",Quy Nhơn,1
72,tai-binh-dinh,Căn hộ Condotel Coastal Hill FLC Quy Nhon,https://cafeland.vn/du-an/can-ho-condotel-coastal-hill-flc-quy-nhon-1509.html,Bất Động Sản Nghỉ Dưỡng,"Eo Gió,, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,40 tỷ",Quy Nhơn,1
73,tai-binh-dinh,Khu căn hộ FLC SeaTower Quy Nhơn,https://cafeland.vn/du-an/khu-can-ho-flc-seatower-quy-nhon-1418.html,Căn hộ chung cư,"Đường An Dương Vương, TP.Quy Nhơn, Bình Định","Giá thấp nhất: 1,24 tỷ",Quy Nhơn,1
74,tai-binh-dinh,Khu nghỉ dưỡng FLC Quy Nhơn,https://cafeland.vn/du-an/khu-nghi-duong-flc-quy-nhon-1419.html,Bất Động Sản Nghỉ Dưỡng,"Eo gió, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
75,tai-binh-dinh,Khu nghỉ dưỡng Mövenpick Resort & Spa Quy Nhơn,https://cafeland.vn/du-an/khu-nghi-duong-movenpick-resort-spa-quy-nhon-959.html,Bất Động Sản Nghỉ Dưỡng,"Thôn Hải Nam, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
76,tai-binh-dinh,Khu đô thị An Phú Thịnh,https://cafeland.vn/du-an/khu-do-thi-an-phu-thinh-901.html,Khu Đô Thị,"Đường Trần Hưng Đạo, TP.Quy Nhơn, Bình Định",Địa chỉ:,Quy Nhơn,1
0,tai-phu-yen,Stelia Beach Resort: Dự án khu nghỉ dưỡng tại Phú Yên,https://cafeland.vn/du-an/stelia-beach-resort-du-an-khu-nghi-duong-tai-phu-yen-4016.html,Bất Động Sản Nghỉ Dưỡng,"lô C1, đường Độc Lập, TP. Tuy Hòa, Phú Yên",Địa chỉ:,Tuy Hòa,1
1,tai-phu-yen,La Emera: Dự án shophouse tại Phú Yên,https://cafeland.vn/du-an/la-emera-du-an-shophouse-tai-phu-yen-3896.html,Khu Đô Thị,"đại lộ Hùng Vương, TP. Tuy Hòa, Phú Yên",Địa chỉ:,Tuy Hòa,1
2,tai-phu-yen,Hòa Thạnh Resort: Dự án khu du lịch biển tại tỉnh Phú Yên,https://cafeland.vn/du-an/hoa-thanh-resort-du-an-khu-du-lich-bien-tai-tinh-phu-yen-3795.html,Bất Động Sản Nghỉ Dưỡng,"Thôn Hòa Thành, TX. Sông Cầu, Phú Yên",Địa chỉ:,Sông Cầu,1
